id,category,type,question,options,answer,explanation,analysis,score,codeId,remarks,Description
50,近3年国网系统安全事故（事件）通报,多选题,"2022年4月9日，国网墨脱县供电公司组织8名作业人员在确认209#塔分段开关（为故障地点电源侧的分段开关）、隔离刀闸已断开后，未封挂接地线、未断开线路所带用户进线侧跌落开关的情况下，开展10千伏背西线239#塔抢修工作，抢修作业结束后，工作负责人饶某某发现240#塔B相引流线距离脚钉过近、不满足送电要求，工作班成员次某某上塔处理隐患时触电死亡（用户使用的低压自备发电机通过配变向线路反送电），经抢救无效死亡,该事故暴露出的问题是（    ）。","{""A"": ""作业人员安全意识淡薄"", ""B"": ""作业组织管理混乱"", ""C"": ""专业安全管理失控"", ""D"": ""自备电源管理不到位"", ""E"": ""安全培训不到位""}",ABCDE,\,,2,,,
51,近3年国网系统安全事故（事件）通报,简答题,"
2023年11月3日，国网内蒙古东部电力有限公司赤峰供电公司松山变电工区在66千伏镇北变电站缺陷处理过程中，扩大作业范围，导致1名作业人员碰触带电设备死亡。该事故暴露的主要问题是什么？",{},答：1、作业计划管理失控。2、作业组织管理失序。3、现场违章冒险作业。4、设备异动管理不到位。5、作业人员安全意识不足。6、事故信息报送不及时。,\,,\,,,
52,近3年国网系统安全事故（事件）通报,多选题,2023年9月4日，在国网哈密供电公司建管的哈密三塘湖沙沟井升压汇集站220千伏送出工程MG10号铁塔地面组装过程中，发生一起因平放于地面的铁塔滑移导致的人身事故，作业人员将头部置于横担与地面之间，支垫铁塔的沙袋不稳固可靠、现场地形为缓坡、施工人员紧固螺栓的外力等因素造成铁塔滑移，造成施工单位1名人员死亡。该事故暴露出的问题是（    ）。,"{""A"": ""作业安全风险辨识缺失"", ""B"": ""现场安全措施不可靠"", ""C"": ""现场作业组织混乱"", ""D"": ""监理履责不到位"", ""E"": ""业主项目部监督不到位""}",ABCDE,\,,2,,,
53,近3年国网系统安全事故（事件）通报,多选题,2023年11月3日，国网内蒙古东部电力有限公司赤峰供电公司松山变电工区在66千伏镇北变电站缺陷处理过程中，扩大作业范围，导致1名作业人员碰触带电设备死亡。该事故暴露出的问题是（    ）。,"{""A"": ""作业计划管理失控"", ""B"": ""作业组织管理失序"", ""C"": ""现场违章冒险作业"", ""D"": ""设备异动管理不到位"", ""E"": ""作业人员安全意识不足""}",ABCDE,\,,2,,,
54,近3年国网系统安全事故（事件）通报,多选题,2023年5月18日，由山东送变电工程有限公司施工的济南西南部220千伏电网加强工程长清-文昌220千伏线路工程现场发生一起人员触电事故，现场作业人员在跨越架不符合行业标准和施工方案要求的情况下违规施工作业，被拉拽的旧导线与10千伏带电绝缘导线摩擦，导致绝缘皮破损，10千伏带电线路经旧导线和人体对地放电，造成3人触电死亡。导致该事故原因有（    ）,"{""A"": ""劳务分包单位履责不到位"", ""B"": ""施工单位对分包队伍失去管控"", ""C"": ""作业人员风险辨识及安全措施不到位"", ""D"": ""施工单位执行施工方案和作业票不严格"", ""E"": ""监理、业主单位履责不到位""}",ABCDE,\,,2,,,
55,近3年国内安全事故（事件）通报,多选题,2023年7月23日14时52分许，位于黑龙江省齐齐哈尔市龙沙区的齐齐哈尔市第三十四中学校体育馆屋顶发生坍塌事故，造成11人死亡、7人受伤，直接经济损失1254.1万元。导致该事件的间接原因是（    ）。,"{""A"": ""建设单位落实质量和安全生产首要责任不到位"", ""B"": ""施工单位质量和安全生产主体责任严重缺失"", ""C"": ""监理单位质量和安全生产主体责任不落实"", ""D"": ""行业监管部门履行监管职责不到位""}",ABCD,\,,2,,,
56,近3年国内安全事故（事件）通报,判断题,2023年2月22日13时12分许，内蒙古自治区阿拉善盟孪井滩生态移民示范区内蒙古新井煤业有限公司露天煤矿发生特别重大坍塌事故，造成53人死亡、6人受伤，直接经济损失20430.25万元。调查认定：该事故是一起企业在井工转露天技改期间边建设边生产，违法包给不具备矿山建设资质的施工单位长期冒险蛮干，相关部门监管执法“宽松软虚”，地方党委政府失管失察，致使重大风险隐患长期存在而导致的生产安全责任事故。,"{""A"": ""正确"", ""B"": ""错误""}",A,\,,0.5,,,
57,近3年国内安全事故（事件）通报,多选题,2024年5月13日，国网山东超高压公司500千伏沂蒙站220千伏蒙阳Ⅰ线215开关更换作业过程中，发生一起物体打击事件，造成一名作业人员受伤。5月13日12时26分，在未进行三联箱气室气体回收泄压的情况下，王X使用电动扳手，沿着扣盖圆周依次拆除固定扣盖的螺栓。12时29分，拆至第6颗螺栓时，发现电动扳手无法拆除该螺栓，便采用普通扳手进行拆除，随即扣盖发生开裂，并在气室内部压力的作用下击向王X，造成王X受伤。此次事件暴露的问题有（    ）。,"{""A"": ""现场安全管理失控"", ""B"": ""现场作业人员不具备安全作业能力"", ""C"": ""检修方案和标准作业卡存在重大失误"", ""D"": ""事故教训吸取不深刻"", ""E"": ""春检安全管控失之于宽、失之于软""}",ABCDE,\,,2,,,
58,近3年国内安全事故（事件）通报,多选题,2024年6月11日，西藏拉萨供电公司220千伏墨竹工卡变电站252间隔基建扩建期间，发生220千伏Ⅲ母A相故障跳闸。经调查分析，这起事件是在变电站扩建阶段，220千伏Ⅲ母2521隔离开关A相因传动连杆齿轮脱扣，导致A相未实际拉开，在进行Ⅳ母2522隔离开关调试时，造成2521、2522隔离开关导通，Ⅲ母A相金属接地故障。此次事件暴露的问题有（    ）。,"{""A"": ""待用间隔设备管理不到位"", ""B"": ""施工组织管理混乱"", ""C"": ""设备主人履责存在缺位"", ""D"": ""反事故措施落实不到位""}",ABCD,\,,2,,,
59,近3年国内安全事故（事件）通报,多选题,2024年6月18日，张北1000千伏变电站扩建工程在吊装110千伏开关作业时，吊车吊臂靠近运行中的500千伏软母线发生放电，引起1000千伏张家口站1号主变差动保护动作跳闸。此次事件暴露的问题有（    ）。,"{""A"": ""技术管理缺失"", ""B"": ""作业风险失控失管"", ""C"": ""作业现场管理混乱"", ""D"": ""安全培训针对性不强"", ""E"": ""运维责任落实不到位"", ""F"": ""安全信息报送不及时""}",ABCDEF,\,,2,,,
60,近3年国内安全事故（事件）通报,多选题,2024年6月24日，河南公司500千伏丰彰Ⅱ线送电过程中，500千伏彰德变电站和4座220千伏变电站、1座铁路牵引站失压，损失负荷21万千瓦。这起事件是在线路检修转运行过程中，因省调漏下令、未拉开电厂侧接地刀闸，运维人员未投入彰德变侧线路保护，导致带接地刀闸送电、故障越级跳闸的恶性误操作事件。此次事件暴露的问题有（    ）。,"{""A"": ""安全生产基础管理滑坡"", ""B"": ""调度运行基本规矩丢失"", ""C"": ""运维操作风险失管失控"", ""D"": ""人员技能弱化和技防手段不足"", ""E"": ""运维人员不听指挥"", ""F"": ""安全承载力不足和风险管控不到位""}",ABCDF,\,,2,,,
61,近3年国内安全事故（事件）通报,多选题,2024年8月23日，由四川送变电公司施工的成都东-十陵500千伏线路工程现场发生一起高处坠落事故，造成施工单位2名劳务外包人员死亡，1人受伤。8月23日下午，在开展N129侧格构架放线保护装置拆除工作过程中，因格构架下方拉线阻挡汽车吊作业，作业人员首先拆除了格构架下层1根拉线，随后安排3名作业人员上塔，配合汽车吊吊起格构架横担，并拆除格构架上层4根拉线，此时格构架仅剩下层3根拉线，在拆除格构架横担与立柱连接螺栓后，格构架立柱因 3根拉线受力失稳倾倒，3名塔上人员随架体坠落，造成2人死亡、1人受伤。此次事件暴露的问题有（    ）。,"{""A"": ""安全责任落实层层衰减"", ""B"": ""风险管控层层弱化"", ""C"": ""“四个管住”全线失守"", ""D"": ""安全教育培训不到位"", ""E"": ""反违章质效亟待提升""}",ABCDE,\,,2,,,
62,近3年国内安全事故（事件）通报,多选题,2024年9月29日，国网西藏电力阿里供电公司110千伏加木变电站基建工程施工现场发生一起高处坠落事故，造成施工单位1名劳务人员死亡。9月29日18时左右，施工单位安排施工人员黄XX、宋XX开展GIS室内行车电源布线工作，19时14分，宋XX在行车轨道上移动位置时，未使用安全带，失足发生坠落。该事故间接原因有哪些（    ）。,"{""A"": ""施工项目部计划管理失控"", ""B"": ""施工项目部人员管理混乱"", ""C"": ""作业班组长乱指挥"", ""D"": ""监理项目部安全管控不力"", ""E"": ""业主项目部安全监管责任落实不到位""}",ABCDE,\,,2,,,
63,近3年国内安全事故（事件）通报,判断题,2024年4月28日19时52分，国网重庆超高压公司500千伏陈家桥站1号主变C相在送电过程中发生起火爆燃。调查认定：500千伏陈家桥站1号主变C相故障是一起因作业人员在主变内检时遗留异物，导致送电时主变高压套管尾部载流底座对升高座内壁放电，造成主变爆燃烧损的六级设备责任事件。,"{""A"": ""正确"", ""B"": ""错误""}",B,\,应该为“五级设备责任事件”,0.5,,,
